id,Price_euros
181,2602.15
708,1318.6278947368423
862,443.9
1064,1318.6278947368423
702,1033.1504761904762
585,1488.618387096774
195,2599.0
463,583.95
14,3624.1000000000004
621,1384.495061728395
1259,1384.495061728395
551,760.6710344827587
358,321.97249999999997
610,717.0
880,384.0
655,2181.2
630,615.0
483,1384.495061728395
115,1384.495061728395
297,1650.625
1162,964.9640000000002
666,1999.84
1278,1856.865
777,1384.495061728395
521,1856.865
93,615.0
260,878.713888888889
733,378.0
908,1068.0
797,505.335
71,1033.1504761904762
60,1318.6278947368423
608,1856.865
82,391.5
540,760.6710344827587
761,1488.618387096774
473,944.31
183,846.5
186,2731.5
846,529.0
901,760.6710344827587
912,944.31
27,1650.625
1127,1856.865
858,1384.495061728395
958,1650.625
771,443.95
930,2799.0
807,321.97249999999997
618,1384.495061728395
250,1033.1504761904762
334,1274.5
180,878.713888888889
886,321.97249999999997
394,1384.495061728395
659,698.5
764,1000.0
428,254.16666666666666
1231,1033.1504761904762
865,1142.4263157894736
1286,1384.495061728395
635,639.01
143,487.97249999999997
376,1384.495061728395
1032,1318.6278947368423
1057,2050.38
1089,698.5500000000001
87,2524.495
1072,558.6
211,2614.0
1003,949.0
889,2999.0
1066,1993.0
1225,1384.495061728395
146,1033.1504761904762
1044,1398.0
1105,944.31
59,443.9
251,1033.1504761904762
954,1120.5
948,321.97249999999997
887,1903.72
369,1142.4263157894736
1148,760.6710344827587
1062,1484.0
1135,1384.495061728395
1180,2265.286666666667
620,391.5
304,1488.618387096774
1048,589.0
157,717.0
1128,427.4066666666667
714,1142.4263157894736
993,819.0
689,2449.0
443,685.6666666666666
673,2299.0
975,819.0
391,1033.1504761904762
810,714.9883333333332
32,544.15
724,321.97249999999997
287,1384.495061728395
857,1062.075
1087,899.0
386,729.0
649,878.713888888889
1247,1120.5
279,1318.6278947368423
1176,1488.618387096774
1125,915.0
286,964.9640000000002
937,321.97249999999997
508,1318.6278947368423
88,1033.1504761904762
446,1488.618387096774
336,944.31
779,1033.1504761904762
224,846.5
834,859.01
238,367.0
582,1384.495061728395
726,899.0
462,1856.865
863,321.97249999999997
987,1384.495061728395
1118,2524.495
1151,1650.625
736,1856.865
957,1384.495061728395
502,878.713888888889
811,1033.1504761904762
898,419.6666666666667
802,1384.495061728395
265,760.6710344827587
1081,760.6710344827587
104,321.97249999999997
675,2099.0
1209,1142.4263157894736
1004,714.9883333333332
29,631.5
432,1856.2111111111112
684,1856.2111111111112
240,1033.1504761904762
237,2376.0
152,1033.1504761904762
725,899.0
97,499.0
1155,1384.495061728395
746,1488.618387096774
1143,1574.5
592,767.1355555555556
479,1384.495061728395
1098,427.4066666666667
903,1384.495061728395
936,1318.6278947368423
539,1762.0
653,321.97249999999997
310,398.6666666666667
892,1384.495061728395
338,3089.2
705,660.4157142857142
273,1384.495061728395
758,3089.2
1080,2122.0
1073,2999.0
480,1384.495061728395
1267,2509.0
545,729.0
153,443.9
573,2397.0
1150,2824.0
949,2602.15
160,760.6710344827587
537,1488.618387096774
1102,1384.495061728395
833,654.0
513,1033.1504761904762
1202,2799.0
76,1804.185
514,487.97249999999997
133,1856.2111111111112
1251,549.99
806,419.6666666666667
1021,631.5
206,1384.495061728395
870,1318.6278947368423
179,1274.5
706,644.0
416,1856.2111111111112
534,1488.618387096774
989,878.713888888889
316,1384.495061728395
507,852.0
817,427.4066666666667
776,1384.495061728395
831,1384.495061728395
1229,1033.1504761904762
295,1384.495061728395
660,1488.618387096774
612,665.5
529,878.713888888889
114,944.31
492,1499.0
226,1142.4263157894736
695,254.16666666666666
751,655.01
644,443.95
1185,654.0
917,1856.2111111111112
527,1068.0
854,767.1355555555556
182,929.0
346,1033.1504761904762
90,321.97249999999997
468,1384.495061728395
1147,554.0
1061,1219.24
1156,964.9640000000002
496,654.0
312,1762.0
822,1384.495061728395
337,1549.0
835,1219.24
255,852.0
364,2899.0
944,1974.0
1266,631.5
505,427.4066666666667
350,549.0
800,760.6710344827587
567,1033.1504761904762
1242,2524.495
905,1260.0
