id,Price_euros
181,2408.1719123205435
708,823.5483437489972
862,497.4824024308358
1064,1162.164365957459
702,1208.2912659834624
585,1675.0213264481372
195,1895.0180497547763
463,772.6579553780055
14,4135.589475259517
621,1460.3997600389796
1259,1395.32489551623
551,608.3583294606408
358,606.2115102734055
610,656.4192754384626
880,647.6040265116364
655,1052.4801732614178
630,765.5046423189814
483,1471.9410672989964
115,1257.3648878171214
297,1529.6299613149451
1162,1407.4515142108698
666,1291.497821107901
1278,1447.1852343744608
777,1233.4942892111383
521,1759.3111870830508
93,987.1732821285931
260,924.4573029808655
733,475.1556338143174
908,1224.1496313569585
797,339.7962415412959
71,1484.4062467169538
60,1176.938437423192
608,1662.6526751087256
82,529.3268314170493
540,667.7359416342343
761,1718.298589811122
473,1013.744674008746
183,815.2617932399664
186,2434.689902250474
846,607.8667319569996
901,580.4629099156265
912,1198.4218031869375
27,1517.1158712951365
1127,1710.1112317366142
858,1133.2754862851632
958,1712.606208412264
771,684.0969237769682
930,2564.836281358659
807,336.65384159455266
618,1741.1236010829966
250,1277.9053550651042
334,1058.288228316529
180,994.1571902204835
886,397.29081271028167
394,1275.64543553815
659,792.5357295991164
764,882.89819939262
428,378.758238541369
1231,1155.2495358752487
865,1267.0842730869845
1286,1294.614799129575
635,1156.2415903338951
143,586.4760132630636
376,1187.6180838072871
1032,1210.201509197513
1057,1525.4522910524513
1089,593.135946707703
87,1656.786673336868
1072,581.2343188673824
211,2005.131572850274
1003,1035.5894653064033
889,1746.6067354959273
1066,1154.7899213153637
1225,1188.9604103174536
146,1217.2841060037847
1044,1119.8111016136202
1105,1084.5684109174642
59,499.27099289355033
251,1237.142235643392
954,1081.1657999055105
948,578.4137727717671
887,1111.8103035611716
369,1392.7676093376633
1148,583.5904622514724
1062,1303.9859227262903
1135,1463.0970401302025
1180,1807.2630665554148
620,519.8234888537315
304,1752.1899089762524
1048,722.2301130413994
157,506.6625766920638
1128,338.0076510785814
714,1267.0842730869845
993,1194.268399486377
689,2686.106047538412
443,490.1748046114276
673,1593.1329595055117
975,1135.3883283791274
391,1160.8327093555738
810,893.6064644063069
32,552.7003665122834
724,508.42194560392466
287,1430.222536387722
857,850.5097762018639
1087,924.7081170749107
386,1249.6493923817607
649,992.4044969276795
1247,1009.0379910956258
279,1131.3043352215868
1176,1480.7814949173364
1125,870.3135325126516
286,958.6613253915169
937,355.04404807958383
508,913.2425477533408
88,1175.5752803138378
446,1718.298589811122
336,1091.3387500751094
779,966.7310235989775
224,858.8902177029788
834,1603.5407381427808
238,562.1770877715228
582,1264.8494946216845
726,1132.6450931950806
462,1841.3933213845628
863,416.93045036883575
987,1334.897262045767
1118,1755.7209264842977
1151,1547.0665017850863
736,1690.8779513331497
957,1301.4883999281685
502,1123.7182562670682
811,1101.9979961164822
898,221.63178436422118
802,1364.4648647803579
265,611.8157384758968
1081,582.645470002431
104,498.33067656669016
675,1806.168279730949
1209,1343.411951732318
1004,771.0414827112587
29,938.3966224980217
432,1837.5454184964924
684,1831.910521493287
240,1107.5811695968073
237,2124.684895575502
152,1101.8071801008048
725,1145.078717527578
97,617.6574619085902
1155,1215.2674163965573
746,1822.862185410725
1143,862.9357845295228
592,720.5741091130903
479,1600.238915649684
1098,518.7232087611604
903,1138.4682198065946
936,1095.9544192643996
539,2087.6661808449962
653,637.3483808790766
310,822.7808388555759
892,1463.578858603755
338,1457.2411134188337
705,893.7496242930721
273,1356.0097429258399
758,1368.4798104410027
1080,1786.9349993274845
1073,1807.0055718366525
480,1319.6410626639172
1267,1957.2459985843661
545,1249.6493923817607
153,513.9515351381218
573,2228.0665703612967
1150,2420.820408498649
949,2024.3148448982179
160,730.7124064864237
537,1874.9472192164203
1102,1260.16748697276
833,1150.6043366295048
513,1255.0253113139536
1202,2573.280826497724
76,1271.6039194238633
514,489.5529402876947
133,1889.413411664816
1251,659.2158621161012
806,230.2666468947067
1021,988.4889410387095
206,1456.290155531581
870,1138.3864335438725
179,977.7067740189782
706,744.5041544906356
416,1650.684009923489
534,1738.6266570390517
989,1027.6469790161245
316,1209.2680375959255
507,1187.01927790137
817,338.0076510785814
776,1608.086187706213
831,1666.185720167538
1229,1137.34867357058
295,1430.2642406005048
660,1757.122283908525
612,972.3322534677939
529,1758.9939418921895
114,1200.364262032552
492,1935.2299950172878
226,1374.3412029342887
695,341.87700328958067
751,826.2957524576927
644,764.2891899816137
1185,1008.3148704123522
917,1831.910521493287
527,1253.2179814998158
854,1007.864751110053
182,1822.3886845899417
346,1137.322991371642
90,399.57681182242857
468,1133.217709553542
1147,539.8301680055097
1061,1476.3805052122443
1156,818.3595904168576
496,986.0266230304064
312,2209.5760096832996
822,1186.0357325832497
337,1348.6092180966252
835,1368.9628986152884
255,1201.8836417825858
364,1292.9257254676406
944,2102.2351461603766
1266,837.6865261113667
505,487.86317802528833
350,929.0779068751589
800,860.5066903697257
567,1229.3982252278115
1242,1803.1794831121863
905,1374.2423747339806
587,1312.8566133824888
922,1089.8013555671942
259,1530.405553416619
1248,1178.5626585450252
641,367.69989984359654
128,734.6086565948183
215,2249.171991666386
756,660.9656024765892
1054,794.7416314906199
651,1256.9113229173856
86,1960.4395957175389
1037,1186.0357325832497
1299,1162.9500774577841
1109,1666.3757474577721
679,747.0827109934017
1099,1549.5284158703143
6,1527.839514322371
1163,1160.8327093555738
516,1581.6117470971815
1115,1155.2495358752487
977,1358.1045482387956
910,1185.1752456631707
962,569.6442701652766
264,1245.122439792329
83,1387.6192022344135
1295,904.1294898216227
158,1184.693406073083
487,861.5881115535055
765,819.5469990599142
445,597.3260122470027
617,1796.106266587391
727,1275.4069497868588
108,2323.2274678110603
918,2012.638755254532
991,1234.1239077527398
81,1317.0063081524695
122,887.4874950965611
383,539.8301680055097
951,1088.262446120952
75,1343.411951732318
421,1389.1224237033648
145,547.4243488511647
8,1000.1361422969211
175,542.0429663913408
1123,1718.5017635775835
927,573.8172232318477
875,2154.213158382582
1029,1078.0527954628205
1265,1186.1881429238576
1033,668.5785233127065
663,409.6182692772411
184,862.7740526671839
896,1263.629808649613
688,860.4624260810444
984,720.7797068370718
744,1173.0626413723867
38,906.1938371990293
1227,1499.4694944701148
605,1476.3805052122443
1246,1951.4514424049266
77,2171.981950170211
1252,726.7864465584612
920,992.4044969276795
805,635.5389041006764
397,1177.4312352475902
231,723.0965714085128
1104,983.5679374458794
1204,1226.2766356962109
1217,1398.2327683274116
149,1885.4964234160238
461,580.4629099156265
21,1351.3161011000568
357,1749.1742697681173
780,1482.9861795418144
343,610.4718085404863
737,408.29558783835034
845,959.4409435171553
173,1604.1418088126459
781,733.3471609978715
1164,539.6889068746722
819,575.6874420758904
277,583.5904622514724
674,1911.3022863884387
1279,2549.168790294787
1255,1828.070343029006
1240,1046.2360102807413
41,1406.1029613622318
719,1623.064270265396
298,1971.813369430547
935,1858.6138232345215
826,1105.341921820642
278,1240.0727037110255
477,1802.2666502989343
542,408.29558783835034
151,790.6204347438501
900,341.87700328958067
1124,1093.0914433679131
1216,336.2889162601508
459,996.5862843802809
584,452.7295233808869
294,730.7856960820833
1076,817.6644489196935
91,1810.6624687822348
632,1254.650648754487
1117,634.3237597937245
457,1156.5298316863766
326,712.1293924629583
925,1814.505185687432
398,346.34586715469266
940,1317.1860488284367
363,835.5616726622064
906,984.0561633585538
820,980.4490745611963
1020,1540.9078354173155
556,1505.2097675231191
384,1323.0838845043882
885,1220.646971392324
1285,1238.4267854219372
438,649.0276916399491
837,1327.2669907400373
979,1156.9499694387464
548,515.2657997459045
170,1021.4977052142765
62,1798.1348811804542
309,590.0083943718571
816,1345.1461413045026
22,437.640712950586
285,1715.570932540002
668,711.9337865179218
417,1201.7737715551873
685,1923.9025380824742
1049,837.5500406219123
440,690.9263600926706
299,1744.7681304579714
1188,1158.0824901543979
552,712.3222000013925
586,504.40720356812153
783,1253.7407615354084
1070,1021.4977052142765
1210,1220.483652565333
1014,452.8283515811951
501,1267.4379698019916
